Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
Kelsey Miller,richardmcpherson@example.net,richardmcpherson,1977-07-24,Male,New York,2024-01-25,2025-01-24,Annual,Visa,Manual,Occasional,Clothing,Documentary,Smartphone,High,3.0,3
Darlene Edwards,xreed@example.net,xreed,1941-09-07,Female,Charlotte,2024-02-29,2025-02-28,Monthly,Visa,Auto-renew,Regular,Electronics,Romance,Tablet,Low,4.3,10
Samantha Wang,cmoreno@example.org,cmoreno,1997-03-26,Male,Houston,2024-02-18,2025-02-17,Annual,Visa,Auto-renew,Regular,Books,Drama,Tablet,High,3.1,7
Rachel Bartlett,christopher09@example.net,christopher09,1994-05-14,Male,Los Angeles,2024-01-28,2025-01-27,Annual,Visa,Auto-renew,Occasional,Electronics,Action,Smartphone,High,4.1,2
Denise Cain,michaeltownsend@example.com,michaeltownsend,1965-05-24,Female,Columbus,2024-01-15,2025-01-14,Annual,Mastercard,Manual,Regular,Electronics,Romance,Smartphone,High,3.7,7
Monique Morris,christinapratt@example.com,christinapratt,1965-07-13,Female,El Paso,2024-04-11,2025-04-11,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Low,3.8,3
Brian Chan MD,joseph96@example.com,joseph96,1970-02-26,Female,Washington,2024-03-05,2025-03-05,Monthly,Mastercard,Auto-renew,Occasional,Books,Romance,Smart TV,Low,4.4,6
Thomas Bradley,hayden35@example.net,hayden35,1948-02-14,Male,Seattle,2024-02-01,2025-01-31,Annual,Mastercard,Manual,Frequent,Books,Documentary,Smartphone,Medium,4.7,8
Andrea Montgomery,huangnicholas@example.net,huangnicholas,1991-03-10,Male,Chicago,2024-01-09,2025-01-08,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,3.9,2
Mallory Castro,erica88@example.net,erica88,1939-12-30,Female,Seattle,2024-03-03,2025-03-03,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Tablet,Medium,3.1,7
Jamie Mitchell,brianwatkins@example.net,brianwatkins,1964-11-16,Female,San Diego,2024-01-07,2025-01-06,Monthly,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smartphone,Medium,3.0,1
Wanda Johnson,lewisrobert@example.com,lewisrobert,1993-03-08,Male,Houston,2024-02-19,2025-02-18,Annual,Mastercard,Manual,Frequent,Books,Action,Smart TV,High,4.3,3
Angela Barnes,laura45@example.net,laura45,1933-04-26,Male,Detroit,2024-03-03,2025-03-03,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Smart TV,Medium,3.2,6
Benjamin Guzman,kimberlyblake@example.net,kimberlyblake,1959-12-09,Male,New York,2024-02-25,2025-02-24,Annual,Visa,Manual,Regular,Electronics,Romance,Smartphone,Medium,4.8,9
Eric Edwards,laurarodriguez@example.com,laurarodriguez,1961-01-08,Male,San Francisco,2024-03-12,2025-03-12,Annual,Visa,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Medium,4.0,2
Priscilla Jacobs,brandon94@example.com,brandon94,1990-10-13,Male,Indianapolis,2024-01-19,2025-01-18,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,Low,4.8,3
Melissa Peterson,kwalters@example.com,kwalters,1940-06-05,Female,Houston,2024-01-19,2025-01-18,Monthly,Amex,Auto-renew,Regular,Electronics,Action,Smart TV,High,3.9,10
Jeffrey Hays,sandersjohn@example.org,sandersjohn,1997-10-14,Male,Chicago,2024-02-10,2025-02-09,Monthly,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,High,4.7,6
Preston Molina,qfisher@example.net,qfisher,1977-12-29,Male,Dallas,2024-01-07,2025-01-06,Monthly,Mastercard,Manual,Regular,Books,Documentary,Tablet,Low,4.9,6
Sherry Walter,burnsamber@example.com,burnsamber,2003-10-26,Male,Denver,2024-04-12,2025-04-12,Monthly,Amex,Manual,Frequent,Electronics,Drama,Tablet,High,3.0,8
Kimberly Cooper,robert47@example.com,robert47,1973-06-15,Female,San Jose,2024-03-26,2025-03-26,Annual,Amex,Auto-renew,Occasional,Books,Romance,Smart TV,Medium,3.8,2
Lauren Dudley,smithjane@example.org,smithjane,1978-11-18,Female,New York,2024-01-10,2025-01-09,Annual,Amex,Manual,Occasional,Books,Romance,Tablet,Low,4.5,2
Heather Mosley,ucarpenter@example.org,ucarpenter,1992-11-24,Female,El Paso,2024-02-23,2025-02-22,Annual,Visa,Manual,Regular,Electronics,Documentary,Smartphone,High,3.0,2
Casey Collins,fyoung@example.org,fyoung,1942-03-27,Male,Houston,2024-02-19,2025-02-18,Annual,Amex,Auto-renew,Occasional,Books,Documentary,Smartphone,High,4.5,0
Hailey Blevins,rioscynthia@example.net,rioscynthia,1947-09-26,Male,Chicago,2024-03-14,2025-03-14,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Smartphone,Low,3.9,6
Christine Hayden,uwalker@example.org,uwalker,1962-08-12,Female,Chicago,2024-01-14,2025-01-13,Annual,Amex,Auto-renew,Regular,Books,Horror,Smart TV,High,3.7,9
Amber Clark,clementsrichard@example.net,clementsrichard,1994-04-17,Male,Jacksonville,2024-04-12,2025-04-12,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Tablet,Medium,5.0,6
Mark Sims,carolyn88@example.net,carolyn88,1953-12-25,Male,Dallas,2024-01-28,2025-01-27,Monthly,Visa,Auto-renew,Occasional,Electronics,Documentary,Smartphone,Medium,4.9,8
Patrick Rosales,kaitlynoliver@example.org,kaitlynoliver,1941-09-09,Male,Houston,2024-03-06,2025-03-06,Monthly,Mastercard,Auto-renew,Occasional,Books,Horror,Tablet,High,4.5,6
James Delgado,summerstheresa@example.com,summerstheresa,1939-12-28,Female,Oklahoma City,2024-02-22,2025-02-21,Annual,Mastercard,Auto-renew,Occasional,Books,Drama,Smart TV,High,4.4,5
Todd Anderson,jamie78@example.com,jamie78,1997-03-28,Female,Boston,2024-03-17,2025-03-17,Monthly,Mastercard,Manual,Frequent,Books,Sci-Fi,Tablet,Medium,4.9,3
Tanya Ruiz,moorejames@example.com,moorejames,1969-05-09,Male,Fort Worth,2024-04-07,2025-04-07,Monthly,Amex,Auto-renew,Occasional,Books,Comedy,Tablet,Medium,3.8,8
Wendy Rodriguez,amclaughlin@example.net,amclaughlin,1982-07-08,Male,San Francisco,2024-03-16,2025-03-16,Monthly,Mastercard,Manual,Occasional,Books,Documentary,Smart TV,Low,3.6,7
Susan Forbes,snelson@example.com,snelson,1987-01-25,Female,Detroit,2024-03-15,2025-03-15,Annual,Visa,Manual,Frequent,Clothing,Horror,Smartphone,Low,5.0,6
Matthew Walker,gabrielramirez@example.net,gabrielramirez,1981-01-27,Female,New York,2024-03-26,2025-03-26,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Smart TV,Low,4.9,1
Robert Weaver,thompsoncolleen@example.org,thompsoncolleen,2002-04-03,Male,Chicago,2024-02-03,2025-02-02,Annual,Mastercard,Auto-renew,Occasional,Clothing,Action,Smartphone,Medium,3.3,3
Elizabeth Lambert,qmccarthy@example.net,qmccarthy,1986-03-19,Female,Oklahoma City,2024-01-07,2025-01-06,Monthly,Amex,Auto-renew,Regular,Books,Comedy,Tablet,Medium,4.3,9
Alex Bridges,robert34@example.net,robert34,1954-03-02,Female,Chicago,2024-03-15,2025-03-15,Annual,Amex,Auto-renew,Regular,Electronics,Drama,Tablet,High,3.9,4
Paul Wong,danielle98@example.net,danielle98,2004-02-09,Female,San Jose,2024-01-11,2025-01-10,Monthly,Visa,Manual,Frequent,Clothing,Sci-Fi,Tablet,High,3.8,0
Nathan Rogers,virginia70@example.net,virginia70,1964-09-10,Female,El Paso,2024-04-07,2025-04-07,Monthly,Visa,Auto-renew,Occasional,Clothing,Horror,Smartphone,Low,4.0,6
Amber Alexander,marywood@example.net,marywood,1939-08-10,Male,Nashville,2024-02-18,2025-02-17,Annual,Mastercard,Manual,Regular,Electronics,Comedy,Smart TV,Medium,4.7,7
Charles Chavez,kramerterry@example.com,kramerterry,2002-07-07,Male,San Diego,2024-01-03,2025-01-02,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Low,4.3,9
Michael Ingram,williamsvictoria@example.com,williamsvictoria,1942-01-16,Female,San Jose,2024-02-12,2025-02-11,Annual,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Medium,3.1,10
John Norton,george78@example.net,george78,1985-09-21,Female,Dallas,2024-01-24,2025-01-23,Monthly,Visa,Auto-renew,Regular,Electronics,Documentary,Smartphone,High,4.7,10
Natasha Collins,uhall@example.org,uhall,2004-04-22,Male,Los Angeles,2024-02-05,2025-02-04,Monthly,Amex,Manual,Occasional,Clothing,Documentary,Smartphone,Medium,3.1,10
Beth Lopez,debra58@example.net,debra58,1960-10-01,Female,Phoenix,2024-01-28,2025-01-27,Monthly,Amex,Manual,Regular,Clothing,Action,Tablet,Low,3.6,10
Scott Duncan,hfitzgerald@example.org,hfitzgerald,1973-02-19,Male,Phoenix,2024-01-23,2025-01-22,Monthly,Amex,Manual,Occasional,Books,Documentary,Tablet,Medium,3.3,5
Jennifer Mendoza,wmendoza@example.net,wmendoza,1989-06-27,Female,Dallas,2024-02-18,2025-02-17,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,Smart TV,Medium,3.6,9
Christopher Foster,fperez@example.com,fperez,1977-09-16,Female,Los Angeles,2024-03-17,2025-03-17,Annual,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Medium,4.2,1
Alexander Lee,trevordavis@example.org,trevordavis,1957-05-06,Male,Washington,2024-04-09,2025-04-09,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Tablet,Low,3.8,1
Nicholas Giles,hopkinsjimmy@example.com,hopkinsjimmy,1989-03-26,Male,Nashville,2024-04-14,2025-04-14,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Tablet,Medium,3.5,5
Karen Lamb,wcaldwell@example.com,wcaldwell,1998-05-21,Female,San Antonio,2024-01-12,2025-01-11,Annual,Mastercard,Manual,Frequent,Books,Sci-Fi,Smart TV,High,3.7,4
Brian Key,cassandra10@example.org,cassandra10,1962-01-17,Female,Los Angeles,2024-01-24,2025-01-23,Monthly,Amex,Manual,Frequent,Electronics,Romance,Smart TV,Medium,3.8,10
Stephanie Suarez,chadaguilar@example.com,chadaguilar,1941-04-20,Female,San Antonio,2024-02-25,2025-02-24,Annual,Amex,Auto-renew,Regular,Clothing,Drama,Tablet,Low,4.0,10
Zachary Griffith,ymartinez@example.org,ymartinez,1941-07-10,Male,Austin,2024-04-10,2025-04-10,Monthly,Amex,Manual,Occasional,Electronics,Sci-Fi,Smart TV,High,5.0,0
Nathan Bishop,gary53@example.org,gary53,1987-03-14,Female,San Antonio,2024-04-01,2025-04-01,Monthly,Visa,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,4.6,2
Krista Garcia,lauramiller@example.net,lauramiller,1996-05-28,Female,Charlotte,2024-03-18,2025-03-18,Annual,Visa,Manual,Frequent,Clothing,Comedy,Tablet,High,3.4,7
Deborah Ortega,adam28@example.org,adam28,1949-04-01,Female,Oklahoma City,2024-03-13,2025-03-13,Monthly,Amex,Manual,Frequent,Clothing,Drama,Smart TV,Low,3.4,4
Stephen Moyer,jesse26@example.org,jesse26,1937-09-24,Male,Detroit,2024-03-19,2025-03-19,Monthly,Amex,Manual,Occasional,Electronics,Comedy,Smart TV,High,3.7,6
Timothy Lane,annanguyen@example.com,annanguyen,1936-08-04,Male,Phoenix,2024-04-03,2025-04-03,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Smartphone,High,3.6,7
Jason Long,swansonchelsea@example.org,swansonchelsea,1986-06-21,Female,New York,2024-01-30,2025-01-29,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smart TV,Medium,4.4,4
Edward Mcfarland,qcampbell@example.com,qcampbell,1974-11-01,Female,Nashville,2024-02-14,2025-02-13,Annual,Visa,Auto-renew,Occasional,Books,Action,Smartphone,High,5.0,1
Chris Reyes Jr.,michael35@example.com,michael35,1947-11-17,Female,Fort Worth,2024-02-20,2025-02-19,Monthly,Mastercard,Manual,Frequent,Clothing,Documentary,Smartphone,Low,4.4,5
Kenneth Morris,petermcgrath@example.net,petermcgrath,1998-08-04,Male,Houston,2024-01-07,2025-01-06,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Romance,Smartphone,High,3.1,2
Jesse Bautista,reyesmarie@example.net,reyesmarie,1962-11-17,Female,New York,2024-01-11,2025-01-10,Monthly,Amex,Manual,Occasional,Clothing,Romance,Tablet,Medium,3.9,7
Kimberly Perez,kathy16@example.org,kathy16,1970-03-28,Female,Philadelphia,2024-03-19,2025-03-19,Monthly,Mastercard,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,4.5,5
Richard Thompson,shannonmurphy@example.org,shannonmurphy,1944-09-12,Male,Charlotte,2024-03-01,2025-03-01,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Smartphone,High,3.1,1
Martin Perez,roger65@example.org,roger65,1946-12-24,Male,Chicago,2024-03-10,2025-03-10,Monthly,Amex,Manual,Frequent,Books,Drama,Smartphone,Low,3.5,9
Robert Bradley,mcruz@example.org,mcruz,1979-08-29,Male,San Francisco,2024-04-12,2025-04-12,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Tablet,Medium,3.3,8
Blake Johnson,keithbell@example.net,keithbell,1935-08-18,Male,Boston,2024-02-26,2025-02-25,Annual,Visa,Auto-renew,Occasional,Electronics,Horror,Smart TV,High,3.7,7
Becky Jones,mcbridetina@example.net,mcbridetina,1986-04-06,Male,Los Angeles,2024-04-12,2025-04-12,Monthly,Visa,Auto-renew,Regular,Clothing,Drama,Tablet,High,4.8,3
Austin Nelson,urobles@example.com,urobles,1972-05-14,Female,Austin,2024-01-08,2025-01-07,Annual,Mastercard,Auto-renew,Occasional,Clothing,Sci-Fi,Smartphone,Medium,3.4,0
Raymond Martin,jamesbullock@example.net,jamesbullock,1982-11-02,Female,Denver,2024-01-10,2025-01-09,Annual,Amex,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,4.5,4
Paul Hull,catherine47@example.net,catherine47,1988-03-22,Male,Detroit,2024-03-01,2025-03-01,Monthly,Amex,Manual,Frequent,Books,Horror,Tablet,High,3.3,1
Kimberly Harris,brendarobinson@example.org,brendarobinson,2004-05-21,Female,Houston,2024-03-09,2025-03-09,Monthly,Mastercard,Manual,Occasional,Books,Drama,Smart TV,Low,4.5,8
Travis Ward,nashheather@example.net,nashheather,2005-07-02,Female,Seattle,2024-03-16,2025-03-16,Annual,Amex,Auto-renew,Regular,Clothing,Romance,Tablet,Medium,3.9,5
Jennifer Weber,pamelabrown@example.org,pamelabrown,1997-01-18,Male,El Paso,2024-01-19,2025-01-18,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Smart TV,Medium,3.4,2
Mark Zuniga,scottthomas@example.net,scottthomas,1942-12-27,Female,Boston,2024-01-29,2025-01-28,Monthly,Visa,Manual,Regular,Clothing,Sci-Fi,Tablet,Medium,3.5,6
Samuel Ellison,plittle@example.com,plittle,1959-05-31,Female,Denver,2024-04-08,2025-04-08,Annual,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,High,4.4,10
Dr. Jennifer Robinson,craigpacheco@example.net,craigpacheco,1933-09-14,Male,New York,2024-01-02,2025-01-01,Annual,Mastercard,Auto-renew,Frequent,Books,Documentary,Smart TV,High,4.9,5
Dr. Phillip Martin Jr.,uwood@example.net,uwood,1934-07-03,Female,Houston,2024-03-13,2025-03-13,Annual,Visa,Auto-renew,Frequent,Electronics,Comedy,Tablet,Low,4.1,4
Cassidy Davis,flloyd@example.net,flloyd,1997-10-22,Female,Los Angeles,2024-01-04,2025-01-03,Monthly,Visa,Manual,Frequent,Electronics,Sci-Fi,Smartphone,High,3.4,7
April Miller,davidrodriguez@example.com,davidrodriguez,1947-03-31,Male,Seattle,2024-04-01,2025-04-01,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,Tablet,Medium,3.1,9
Haley Andrade,craigkrueger@example.org,craigkrueger,1999-09-14,Female,Dallas,2024-02-14,2025-02-13,Annual,Mastercard,Manual,Frequent,Electronics,Romance,Smartphone,High,3.9,3
Casey Smith,terrelljoshua@example.net,terrelljoshua,1999-08-08,Female,Philadelphia,2024-03-29,2025-03-29,Monthly,Amex,Auto-renew,Occasional,Books,Action,Smartphone,High,3.9,7
Dustin Vega,jenniferwilkins@example.com,jenniferwilkins,2000-03-16,Male,New York,2024-01-18,2025-01-17,Annual,Visa,Manual,Regular,Books,Documentary,Smart TV,Low,3.8,7
Jennifer Daugherty,courtneyandersen@example.net,courtneyandersen,1952-01-28,Male,San Antonio,2024-04-01,2025-04-01,Annual,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Low,3.4,0
Christopher Bailey,morgansandoval@example.org,morgansandoval,1968-04-15,Female,Fort Worth,2024-01-30,2025-01-29,Annual,Mastercard,Manual,Regular,Electronics,Sci-Fi,Smart TV,High,4.5,2
Eric Davis,imadden@example.com,imadden,1940-10-09,Male,New York,2024-03-25,2025-03-25,Annual,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Smart TV,High,4.9,6
Tamara Lee,taylor49@example.com,taylor49,1988-05-24,Female,New York,2024-02-12,2025-02-11,Monthly,Amex,Auto-renew,Occasional,Clothing,Action,Smartphone,High,3.9,6
Lisa Wallace,etucker@example.net,etucker,1950-10-02,Male,Denver,2024-04-05,2025-04-05,Annual,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Low,4.3,5
Larry Thompson,chadpacheco@example.org,chadpacheco,1951-10-01,Male,Chicago,2024-04-10,2025-04-10,Annual,Visa,Manual,Regular,Books,Action,Tablet,Low,4.9,6
Derek Rogers,wilcoxsarah@example.com,wilcoxsarah,1975-06-30,Male,Oklahoma City,2024-01-17,2025-01-16,Annual,Mastercard,Manual,Regular,Clothing,Drama,Smartphone,Low,4.1,2
Lindsay Burnett,lhoward@example.com,lhoward,1934-04-25,Male,Fort Worth,2024-04-05,2025-04-05,Monthly,Mastercard,Manual,Regular,Books,Horror,Tablet,High,4.1,4
David Frederick,averykylie@example.net,averykylie,1962-11-02,Male,Houston,2024-04-13,2025-04-13,Monthly,Amex,Manual,Occasional,Electronics,Action,Tablet,Low,3.7,3
Cheryl Cooper,patriciabond@example.com,patriciabond,1999-01-21,Male,Oklahoma City,2024-01-17,2025-01-16,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,High,5.0,0
Elizabeth Mills,carolmccarthy@example.com,carolmccarthy,1964-07-10,Male,San Jose,2024-03-08,2025-03-08,Monthly,Mastercard,Auto-renew,Occasional,Books,Documentary,Smartphone,High,4.3,8
Lisa Rosales,jonthomas@example.org,jonthomas,1965-10-26,Male,El Paso,2024-01-28,2025-01-27,Monthly,Visa,Manual,Regular,Books,Drama,Tablet,Medium,5.0,2
Rick Gonzalez,mfoster@example.org,mfoster,1973-10-15,Female,Denver,2024-01-07,2025-01-06,Monthly,Visa,Auto-renew,Occasional,Books,Horror,Smartphone,High,3.2,0
Daniel Cooper,jennifer06@example.com,jennifer06,1938-06-13,Male,Columbus,2024-04-07,2025-04-07,Monthly,Visa,Manual,Occasional,Clothing,Action,Smartphone,High,4.0,5
Nathan Morrow,cherylduran@example.net,cherylduran,1954-07-04,Male,Los Angeles,2024-04-09,2025-04-09,Annual,Mastercard,Manual,Regular,Clothing,Horror,Smartphone,Medium,3.8,10
Richard Gutierrez,barbaragarcia@example.org,barbaragarcia,1991-06-12,Male,Jacksonville,2024-01-13,2025-01-12,Monthly,Visa,Auto-renew,Regular,Books,Romance,Tablet,High,3.7,0
Christina Gay,rhondanguyen@example.com,rhondanguyen,1974-10-27,Male,Dallas,2024-01-19,2025-01-18,Annual,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,3.3,7
Bruce Barrett,samantha04@example.com,samantha04,1977-06-16,Male,Denver,2024-04-04,2025-04-04,Annual,Mastercard,Auto-renew,Frequent,Clothing,Sci-Fi,Smart TV,Low,4.3,9
William Jacobson,obyrd@example.org,obyrd,1971-07-10,Male,Nashville,2024-01-29,2025-01-28,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.1,6
Melissa Miller,smithjacob@example.com,smithjacob,1933-11-19,Female,Los Angeles,2024-01-16,2025-01-15,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Smartphone,Medium,4.1,5
Andrea Graves,lindacrawford@example.com,lindacrawford,1993-07-16,Male,New York,2024-02-25,2025-02-24,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.5,1
Samuel Floyd,uwilliams@example.net,uwilliams,1971-08-13,Male,New York,2024-03-09,2025-03-09,Monthly,Mastercard,Manual,Occasional,Clothing,Horror,Smart TV,Medium,4.4,9
Jeremy Robertson,patricia62@example.com,patricia62,1995-03-22,Female,Los Angeles,2024-03-02,2025-03-02,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Low,4.6,6
Michael Sweeney,hendersondustin@example.org,hendersondustin,1993-11-22,Female,Jacksonville,2024-03-03,2025-03-03,Monthly,Mastercard,Auto-renew,Frequent,Books,Romance,Smart TV,High,3.9,6
Mark Wilson,danielmoore@example.com,danielmoore,1990-05-03,Male,Columbus,2024-01-11,2025-01-10,Monthly,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,High,3.3,3
Matthew Rocha,johnskelly@example.com,johnskelly,1947-02-05,Female,Seattle,2024-01-18,2025-01-17,Monthly,Visa,Manual,Regular,Books,Horror,Smart TV,Medium,4.6,2
Tracy Davis,rachel46@example.org,rachel46,1982-05-13,Female,Los Angeles,2024-03-05,2025-03-05,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Smart TV,Medium,3.1,1
Lisa Johnson,shale@example.org,shale,1982-04-04,Male,Washington,2024-01-07,2025-01-06,Monthly,Mastercard,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,3.1,1
Sandra Tucker,matthew51@example.com,matthew51,1982-12-14,Female,Detroit,2024-01-09,2025-01-08,Monthly,Visa,Auto-renew,Frequent,Clothing,Comedy,Smart TV,High,4.1,4
Emily Potter,jacob66@example.com,jacob66,1987-09-12,Male,Washington,2024-01-19,2025-01-18,Monthly,Amex,Auto-renew,Occasional,Books,Drama,Smart TV,Medium,3.6,9
Ricky Johnson,hugheskristin@example.org,hugheskristin,1943-06-20,Female,San Francisco,2024-03-21,2025-03-21,Monthly,Amex,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Medium,4.7,5
William Strong,robersonchristina@example.com,robersonchristina,1969-09-26,Male,Phoenix,2024-02-05,2025-02-04,Monthly,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Medium,4.0,0
Emily Turner,uherrera@example.org,uherrera,1984-03-16,Female,Los Angeles,2024-01-06,2025-01-05,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Smartphone,Medium,3.9,2
Kimberly Perry,blackburnjames@example.com,blackburnjames,1991-06-18,Male,New York,2024-04-07,2025-04-07,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,Low,5.0,3
Carl Fields,pking@example.org,pking,1985-12-17,Female,Washington,2024-01-07,2025-01-06,Monthly,Amex,Auto-renew,Frequent,Clothing,Action,Tablet,Low,4.5,10
Donna Delgado,bradsnyder@example.com,bradsnyder,1985-05-06,Female,Chicago,2024-03-30,2025-03-30,Annual,Visa,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,3.9,4
Kathryn Cooper,larry21@example.org,larry21,1938-12-28,Female,Boston,2024-02-04,2025-02-03,Monthly,Visa,Auto-renew,Occasional,Electronics,Horror,Smartphone,Low,3.4,10
Brittany Smith,ginadean@example.com,ginadean,1960-08-19,Female,Dallas,2024-03-13,2025-03-13,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,Medium,3.1,2
Collin Carey,housejames@example.org,housejames,1988-01-08,Male,Detroit,2024-01-01,2024-12-31,Annual,Visa,Auto-renew,Occasional,Books,Romance,Tablet,Medium,4.3,8
Devin Higgins,leepatrick@example.org,leepatrick,1991-09-26,Male,New York,2024-04-07,2025-04-07,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smart TV,High,4.6,8
David Davis,perezaaron@example.net,perezaaron,1958-10-07,Male,Detroit,2024-03-10,2025-03-10,Annual,Amex,Manual,Occasional,Electronics,Romance,Smartphone,High,3.4,10
